CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
"FALTA DESEMPENHO. USO UM ZENPHONE ZOOM 3 DA ASUS COM 4GB DE RAM E MAIS DE 20GB DE ESPACO E MESMO ASSIM O APLICATIVO E EXTREMAMENTE DEVAGAR EM OPERACOES SIMPLES. PARECE SER FALTA DE COMPATIBILIDADE. O DESEMPENHO MEDIOCRE DO APP TORNA O USO DA ALEXA EXTREMAMENTE DIFICIL E PENOSO, VISTO QUE MUITAS CONFIGURACOES DEPENDEM EXCLUSIVAMENTE DO APP.",2,51,2.2.307833.0,2019-12-20 22:48:16
"QUASE IMPOSSIVEL DE SE USAR NO XIAOMI REDMI NOTE 6 PRO. O APLICATIVO FICA LENTO E TRAVANDO O TEMPO TODO. TENHO O ECHO SHOW 5 E O ECHO DOT EM CASA, MAS O APLICATIVO TEM ATRAPALHADO UMA MELHOR EXPERIENCIA. AGUARDANDO A SOLUCAO DO PROBLEMA PARA DAR 5 ESTRELAS.",2,2,2.2.307833.0,2019-12-20 20:40:07
ALEXA E LIMITADO QUANDO SE TRATA DE EXECUTAR MIDIAS. QUASE SEMPRE TOCA E ENCONTRA O QUE VC NAO PEDIU.,2,1,2.2.307833.0,2019-12-20 14:07:40
"QUASE NUNCA CONSIGO FAZER UMA CONFIGURACAO NO APP POIS SEMPRE APARECEM TELAS BRANCAS ONDE DEVERIAS ESTAR AS TELAS DO APLICATIVO. MEU ECHO DOT SO TEM AS CONFIGURACOES DE FABRICA POIS NAO CONSIGO INSTALAR AS SKILLS OU ENVIAR MENSAGEND DE TEXTO OU AUDIO PARA ELE, POIS O APLICATIVO SEMPRE ESTA COM AS TELAS TODAS BRANCAS.",2,18,2.2.307833.0,2019-12-20 11:59:05
"SE A ECO FUNCIONA ESSE APP ATRAPALHA... VIVE TRAVANDO, NAO OBEDECE OS COMANDOS. MUITO RUIM! NAO CONSIGO NEM ABRIR AS CONFIGURACOES. DETALHE: TENHO 4GB DE RAM E 128 DE MEMORIA. XIAOMI NOTE 8.",1,4,2.2.307833.0,2019-12-19 23:01:15
"MEU ECHO DOT NAO RESPONDE NADA ALEM DE BOM DIA, BOA TARDE, BOA NOITE",1,0,2.2.307833.0,2019-12-19 18:48:43
TRAVA DEMAIS E MUITAS VEZES NAO FUNCIONA,1,0,2.2.307833.0,2019-12-19 16:45:08
JA TENHO NATIVO NO MEU MOTO X4. MAS O NATIVO NAO CONSIGO USAR NO BRASIL E NEM ESSE PRECISO DE UMA CAIXINHA DE SOM DA AMAZON PARA CADASTRAR A VOZ,1,0,2.2.305186.0,2019-12-19 12:14:18
APLICATIVO LENTO E APRESENTANDO MUITOS TRAVAMENTOS,1,0,2.2.307833.0,2019-12-19 01:50:00
POUCO PRATICO. ALEXA RECONHECE POUCOS COMANDOS E QUANDO RECONHECE NAO EXECUTA A TAREFA.,2,0,2.2.305814.0,2019-12-18 22:04:51
"OLA BOM DIA, TENHO UM PROBLEMA QUE SO A TELA PRINCIPAL DO APP VEM EM PORTUGUES E TODOS OS MENUS DE CONFIGURACAO VEM EM INGLES, COMO POSSO POR TUDO EM PORTUGUES?",1,0,2.2.307833.0,2019-12-18 08:18:16
NAO CONSIGO INSTALAR O.APP. SO APARECE A MENSAGEM DIZENDO QUE O TEMPO DE CONEXAO EXPIROU ...,1,0,2.2.307833.0,2019-12-17 21:56:59
"LENTO, TRAVA DEMAIS FALTA MUITA COISA E UMA INTERFACE MENOS ""PESADA""",1,0,2.2.307833.0,2019-12-16 22:09:57
"APARELHO SO FICA DNDO OFFLINE E NAO FAZ MAIS FUNCOES EM MINHAS TOMADAS E LAMPADAS INTELIGENTE, AGORA ESTOU AQUI VOM VARIOS ITENS QUE EU COMPREI CARO E SEM UTILIZACAO CONJUNTA COM A ALEXA... DECEPCAO!",1,0,2.2.307833.0,2019-12-15 16:48:38
"NAO CONSIGO VINCULAR AO SPOTIFY, APP PARECE MAIS UM SITE MAL DESENVOLVIDO...",2,0,2.2.307833.0,2019-12-15 11:41:26
DECEPCAO. FOTOS SO COM CONTA DO FACEBOOK VINCULADA. NAO CONSIGO CONECTAR COM TV SAMSUNG. LONGE DE SER UM DISPOSITIVO INTELIGENTE,1,0,2.2.307833.0,2019-12-15 11:04:48
"TENHO UM GALAXY S8 E ASSIM COMO A RESENHA DE OUTROS USUARIOS, O APP E MUITO LENTO E COM MUITOS TRAVAMENTOS. IMPOSSIVEL USAR. PECO TAMBEM QUE PERMITAM ESCOLHER O IDIOMA NO APP, ELE FUNCIONA APENAS COM O IDIOMA PADRAO CONFIGURADO NO ANDROID..",1,4,2.2.307833.0,2019-12-15 10:25:46
"NAO CONSIGO FAZER LIGACAO, NAO CONSIGO LIGAR A TV, NAO CONSIGO PEDIR PARA OUVIR MUSICAS NO YOUTUBE. MUITO COMPLICADO A CONFIGURACAO.",1,0,2.2.307833.0,2019-12-14 19:50:01
"ESTOU TENDO DIFICULDADE COM O A APLICATIVO. ELE NAO ABRE. FICA O ICONE DE CARREGANDO, POREM NAO ABRE. JA EXCLUI O APLICATIVO, DESLIGUEI O CELULAR, INSTALEI NOVAMENTE O APP E NADA. CONTINUA TRAVANDO. POR FAVOR, ARRUMAR ESSE BIG. GRATO.",1,3,2.2.307833.0,2019-12-14 17:05:46
MUITO LENTO PRECISA RODAR MAIS LISO PRA FICAR USUAL,1,0,2.2.307833.0,2019-12-14 14:34:30
WITH A LOT OF BUGS,2,0,2.2.307833.0,2019-12-14 09:17:14
"OTIMIZA ELE PARA MEU APARELHO ZENFONE MAX SHOT, GOSTEI MUITO DE USAR ESTE ASSISTENTE DE VOZ",2,0,2.2.307833.0,2019-12-13 20:30:56
"NAO CONSIGO ACESSAR O APP POIS E DITO QUE O TEMPO LIMITE DE CONEXAO SE ESGOTA. COMPREI O ECHO DOT HOJE PELA MANHA E AINDA NAO CONSEGUI USAR O APARELHO. RESOLVAM ISSO, POR FAVOR!!",1,5,2.2.307833.0,2019-12-13 19:51:39
O APLICATIVO NAO ABRE EM SMARTPHONES DA XIAOMI,1,0,2.2.307833.0,2019-12-13 18:58:45
MUITO LENTA,1,0,2.2.262452.0,2019-12-13 13:28:57
PRECISA MELHORAR A IA PARA O PORTUGUES.,2,0,2.2.307833.0,2019-12-13 12:17:06
"PERCEBI UM BUG SERIO: CRIEI UM LEMBRETE VIA APP (POIS NAO ESTAVA EM CASA), NO APP O LEMBRETE FOI CONFIRMADO, MAS O ECHO DOT NAO ME LEMBROU DESSE LEMBRETE EM CASA. NEM NO ECHO DOT E NEM NO CELULAR (VIA APP). CORRIJAM ISSO, POR FAVOR.",2,0,2.2.307833.0,2019-12-13 11:35:34
PRECARIO AINDA PARA O PORTUGUES. OFERECE VERSOES DE MUSICAS DE OUTROS INTERPRETES QUE NAO O PRINCIPAL. BUSCAS E OPCOES OFERECIDAS SAO BEM ILIMITADAS. PRECISA MELHORAR.,1,1,2.2.307332.0,2019-12-12 23:57:29
PESSIMO. JA ESTOU HA DUAS SEMANAS TENTANDO CONECTAR A ALEXA E NAO CONSIGO. O APP VIVE TRAVANDO E FECHANDO SOZINHO. JA TENTEI DE OUTROS CELULAR E E A MESMA COISA.,1,0,2.2.307332.0,2019-12-12 22:40:26
ESTA LENTO DEMAIS... POR QUE O APP ESTA LENTO? NAO CONSIGO NEM CONFIGURAR MEUS DISPOSITIVOS...,1,2,2.2.307332.0,2019-12-12 12:36:38
NAO FUNCIONA,2,0,2.2.307495.0,2019-12-12 10:24:37
TENTEI USAR COMO ASSISTENTE NO SMARTPHONE MAS NAO RECONHECE A VOZ SEM APERTA NO APP.,2,0,2.2.307332.0,2019-12-12 09:47:29
"QUANDO CLICA NO ICONE COMUNICAR, APARECE UMA TELA PARA CONFIGURAR O DROP IN E NAO SAI DELA NEM POR REZA BRAVA, PRA MEXER EM OUTRA COISA TENHO QUE FECHAR O APLICATIVO E TOMAR CUIDADO PRA NAO CLICAR EM MAIS NADA. MEU TELEFONE TEM 6 DE RAM E 128 DE MEMORIA. NAO DEVERIA TRAVAR .",1,8,2.2.307332.0,2019-12-11 19:54:31
"TENHO UM ECHO DOT COM RELOGIO QUE E OTIMO (APESAR DE AINDA NAO FALAR PORTUGUES), MAS O APLICATIVO DA ALEXA E MUITO RUIM. NO MEU CELULAR, PELO MENOS, ELE E BASTANTE LENTO, POUCO RESPONSIVO E TRAVA COM FREQUENCIA. TODOS OS OUTROS APPS QUE TENHO FUNCIONAM NORMALMENTE. JA EXCLUI, REINSTALEI, ATUALIZEI E NADA ADIANTA.",1,14,2.2.307332.0,2019-12-11 12:12:39
"AS SKILL SO APARECEM EM INGLES,O IDIOMA JA TA EM PT-BR",2,0,2.2.307332.0,2019-12-11 11:34:35
"COMPARANDO COM O GOOGLE AINDA TEM MUITO Q EVOLUIR, NAO ENTENDE MUITA COISA, TEM QUE TER PACIENCIA",2,0,2.2.307332.0,2019-12-11 07:23:55
NAO CONECTA AO YOUTUBE,2,0,2.2.305814.0,2019-12-11 01:29:27
O APP NEM ABRE NO MEU APARELHO :(,1,0,2.2.307332.0,2019-12-10 23:45:49
"INFELIZMENTE NAO SEI O PQ, MAS O APP NAO ESTA ABRINDO NO SAMSUNG GALAXY S9, JA FIZ DE TD E NAO ABRE, APARECE A MENSAGEM "" A CONEXAO ATINGIU O TEMPO LIMITE , TENTE NOVAMENTE "" , JA TENTEI DE TD E NADA ",1,3,2.2.305814.0,2019-12-10 22:05:43
"TEM FUTURO, POREM TEM MUITOS BUGS, APRESENTA TRAVAMENTO NAS SKILS FORCANDO A TER QUE REINICIAR PARA VOLTAR, FALTA RECONHECER A FALA PELO CELULAR COM A PALAVRA "" ALEXA"" , APRIMORAR O MECANISMO DE BUSCA, COISAS SIMPLES COMO: QUAL INFLACAO DE HOJE O APP FECHA E NAO TEM RESPOSTA , OU PARA DE FUNCIONAR DENTRE OUTROS BUGS MENORES.",2,6,2.2.305814.0,2019-12-10 21:40:54
"EU INSTALEI ESSA VERSAO DA APP PLAY BRASILEIRA AGORA MEU ECHO DOT NAO FUNCIONA MAIS. NAO SEI O QUE FAZER, QUEM TIVER DISPOSITIVOS COMPRADOS FORA DO PAIS NAO ALTEREM O APP JA CONFIGURADO. MEU ECHO ESTA UTILIZAVEL. SO APARECE A MENSAGEM ""FALHA AO OBTER O CODIGO DE LINK"" E NAO CONECTA MAIS O APARELHO AO WIFI. ",1,6,2.2.305814.0,2019-12-10 21:12:42
"TA TRAVANDO DEMAIS O APLICATIVO, E A ALEXA MINHA FICOU MUDA E NAO CONSIGO FAZE-LA FALAR MESMO NO VOLUME MAXIMO",2,0,2.2.307332.0,2019-12-10 19:44:31
PESSIMO MUITOS PROBLEMAS AMAZON NAO.PRESTA ASSISTENCIA DEVIDA ESTOU MUITO ARREPENDIDO PIOR COMPREI 2,1,1,2.2.305814.0,2019-12-09 20:21:23
MUITO RUIM,1,0,2.2.305814.0,2019-12-09 13:11:58
"OLA BOM DIA OU BOA NOITE ENFIM, NAO FUNCIONA ,, QUANDO EU TERMINAR DE DAR MINHA OPINIAO VOU DESINSTALAR",1,0,2.2.305814.0,2019-12-09 09:31:33
"NAO FUNCIONA, SEMPRE DA UM ERRO A CONEXAO ATINGIU O TEMPO LIMITE. TENTE NOVAMENTE. CLOSE RETRY TENHO QUE DESINSTALAR.",1,3,2.2.305814.0,2019-12-07 23:29:45
"NAO ABRE NO MEU CELULAR, APARECE A MENSAGEM DE TEMPO MAXIMO ATINGIDO 1SEGUNDO...",1,1,2.2.305814.0,2019-12-07 16:50:06
A ULTIMA ATUALIZACAO NO PLAY STORE E DE 11/2018. ISSO E RIDICULO. EM SKILL E JOGOS A TELA ESTA TRAVANDO E SAINDO DO APLICATIVO. NAO CONSIGO USAR O APLICATIVO.,1,0,2.2.245855.0,2019-12-07 16:03:40
"APENAS TOCA O FLOW DO DEEZER, O QUE REDUZIU MUITO A UTILIDADE DO ECHO DOT, INFELIZMENTE.",2,0,2.2.305814.0,2019-12-07 12:46:12
"APLICATIVO PESSIMO , TRAVA NAO FUNCIONA TESTEI EM DIVERSOS APARELHOS E TIVE A MESMA EXPERIENCIA",1,0,2.2.305814.0,2019-12-06 20:30:29
O APLICATIVO E LENTO. DEMORA MUITO A RESPONDER. A IMPRESSAO QUE SE TEM E QUE TRAVA. SE CONTINUAR ASSIM VAI SER OSSO.,1,0,2.2.305814.0,2019-12-06 18:04:41
APLICATIVO TRAVA DEMAIS NO CELULAR. MEU APARELHO E UM S8+ DA SAMSUNG.,1,0,2.2.305814.0,2019-12-06 10:21:40
PIOR APLICATIVO. TRAVA MAIS DO QUE TUDO!,1,0,2.2.305814.0,2019-12-06 09:22:14
"INFORMACOES NAO FICAM SALVAS, TRAVA SEMPRE, MESMO MEU TELEFONE SENDO MUITO BOM, UMA CAIXA QUE FUNCIONA BEM. MAS O APLICATIVO DE GESTAO E PESSIMO.",2,0,2.2.305814.0,2019-12-06 08:24:53
PESSIMA EXPERIENCIA. QUANDO CLICO EM COMUNICACAO ABRE UM POPUP FALANDO DO RECURSO DROP IN E NAO TEM COMO FECHAR. TODA VEZ QUE ABRO O APLICATIVO APARECE O MESMO POPUP. DA A IMPRESSAO QUE LANCARAM NA CORRERIA PRO PUBLICO BRASILEIRO.,1,2,2.2.305814.0,2019-12-05 18:47:48
"NADA INTUITIVO, TRAVA MUITO E E LENTO.",1,0,2.2.305814.0,2019-12-05 16:20:14
APLICATIVO PESADO PARA CELULARES BASICO!,1,0,2.2.305814.0,2019-12-05 11:27:20
"BOTOES QUE NAO FUNCIONAM, DEMORA EM PROCESSAR ALGUMAS INFORMACOES, TEMPERATURA EM FARENHEIT MESMO CELSIUS ESTANDO COMO PADRAO, VARIOS TRAVAMENTOS... A EXPERIENCIA DO APP E INVERSAMENTE PROPORCIONAL A OTIMA EXPERIENCIA DO ECHO DOT.",1,1,2.2.305814.0,2019-12-05 08:29:35
TRAVANDO O TEMPO TODO NO GALAXY NOTE 10 PLUS,1,0,2.2.305814.0,2019-12-05 00:12:42
"ELA TRAVA QUASE TODA HORA, SEMPRE COM PROBLEMA DE SE CONECTAR A INTERNET, ESTAVA CHEIO DE ESPECTATIVAS ESTOU FRUSTADO, TEM MAIS MUITO QUE MELHORAR. COMO PODE LANCAR UM PRODUTO QUE NAO FUNCIONA PERFEITAMENTE.",2,1,2.2.305814.0,2019-12-04 23:50:16
TRAVADO DEMAIS.,2,0,2.2.305814.0,2019-12-04 22:13:57
NAO PEGA NO J5,1,0,2.2.305814.0,2019-12-04 20:50:20
"FRACO E COMPLICADO. NAO CONFIGURA OS DISPOSITIVOS CORRETAMENTE. MEIO PORTUGUES, MEIO INGLES. CONFUSO.",2,0,2.2.305814.0,2019-12-04 20:45:56
ESSE APP E UM LIXO NAO DA PRA ENTRA E FALA QUE ATINJIU O TEMPO LIMITE NAO DAVA NEM 2 SEGUNDOS E APARECIA ISSO O QUE VOCES VAO FAZER SOBRE ISSO HEIN?,1,3,2.2.305814.0,2019-12-04 13:41:48
"EM MINHA CASA MORAM MAIS PESSOAS, A O APLICATIVO NAO ORIENTA COMO CRIAR UMA CONTA FAMILIAR, ATE ASSINEI O PRIME E NADA. ABRI VARIOS PEDIDOS DE SUPORTE PARA CONSEGUIR VINCULAR MAIS DE 1 PESOSA AO MEU ECHO E NENHUMA AJUDOU EM NADA, DEPOIS DE MUITA PESQUISA NO GOOGLE E YOUTUBE CONSEGUI, MAS A AMAZON E SUPORTE ECHO ALEXA NAO AJUDARAM EM NADA. VAI FICAR COM 1 ESTRELA SIM PELA INGERENCIA E FALTA DE SUPORTE ADEQUADO.",1,2,2.2.305814.0,2019-12-04 08:23:32
"O APP E BOM COM AS OPCOES DE ROTINAS, SKILLS E TUDO MAIS. TEM PROBLEMA PRA CADASTRAR ENDERECO DE CASA/TRABALHO QUE NAO ACEITA O ENDERECO REAL DO MAPA E OPTA POR UM NUMERO ALEATORIO DA RUA. A ABA DE COMUNICAR APARECE UM POP-UP DE TESTE O DROP IN QUE NAO E POSSIVEL FECHAR. SOMENTE FECHANDO O APP E REABRINDO PRA USAR DE NOVO. OU SEJA, NAO CONSIGO FAZER A LIGACAO PRO MEU ECHO EM CASA.",2,7,2.2.305814.0,2019-12-04 07:27:09
ATE AGORA O ASSISTENTE ALEXA APENAS DIZ QUE NAO SABE NADA SOBRE ISSO...,2,0,2.2.305814.0,2019-12-03 23:43:52
APP LENTA,2,0,2.2.305814.0,2019-12-03 16:52:12
"EU TENTO ABRIR A ABA DE COMUNICACOES E ELE SEMPRE ME MOSTRA O POP UP DE DROP IN SEM OPCAO DE SAIR, MESMO FECHANDO O APP, CLICANDO EM VOLTAR E OUTROS LUGARES DA DELA ELE NUNCA FAZ DESAPARECER A MENSAGEM DE DROP IN, ME OBRIGANDO A FECHAR E ABRIR O APP PARA USA-LO.",1,1,2.2.305814.0,2019-12-03 12:38:52
NAO CONSIGO CONECTAR O ACHO SHOW 5 NAO DA OPCAO DO DISPOSITIVO,1,0,2.2.305814.0,2019-12-03 11:04:58
"COMPREI NA SEXTA E RECEBI HOJE, POREM O APLICATIVO NAO ENCONTRA O DISPOSITIVO DE JEITO NENHUM, FIQUEI COMPLETAMENTE IRRITADO. JA VOU DEVOLVER.",1,0,2.2.305814.0,2019-12-02 23:54:10
"NAO RECONHECE O MICROFONE DO MEU CELULAR. ""NENHUM DISPOSITIVO COMPATIVEL""",1,0,2.2.305814.0,2019-12-02 22:38:53
"O APLICATIVO E MUITO INSTAVEL, TRAVA TODA HORA, NAO CONSIGO ADICIONAR NOVOS CONTATOS E POR FIM O APLICATIVO TRAVOU MEU ECHO DOT DA ALEXA, CONSIGUI NO INICIO CONFIGURAR E ELA ESTAVA ME RESPONDENDO POREM AGORA NAO EXECUTA NENHUMA ACAO QUE PASSO PRA ELA, A EXPERIENCIA TAVA BOA ATE TER QUE COMECAR A CONFIGURAR ESSE NEGOCIO! ESTOU EM GALAXY S10E ENTAO NAO E PROBLEMA DE APARELHO ANTIGO.",1,15,2.2.305814.0,2019-12-02 22:28:24
LIXO..NAO FUNCIONA COM NETFLIX,1,0,2.2.305814.0,2019-12-02 21:31:44
"EXTREMAMENTE LENTO, IMPOSSIVEL DE SE UTILIZAR, NAO SEI SE E ALGUM BUG OU ALGO NORMAL.",1,0,2.2.305814.0,2019-12-02 20:27:39
NAO CONSIGO ADICIONAR OUTRA PESSOA AO MEU DISPOSITIVO. POR QUE?,2,0,2.2.305814.0,2019-12-02 18:40:22
NENHUMA SKILLS DE PORTUGAL ASSIM COMO DIFICULTAM FORMAS DE PERSONALIZAR E USAR MAIS QUE UMA LINGUA AO PAIS,1,0,2.2.305814.0,2019-12-02 17:36:44
O APLICATIVO ESTA TRAVANDO MUITO E REINICIANDO E NAO EXECUTA A ROTINA.,1,0,2.2.305814.0,2019-12-02 00:04:21
"NAO ATUALIZA PARA PORTUGUES. E RIDICULO! COMPREI A ALEXA UM POUCO MAIS DE UM ANO NOS EUA. SEMPRE FUI FA DO DISPOSITIVO. A USAVA EM INGLES MESMO. AGORA QUE ELA CHEGOU NO BRASIL, SIMPLESMENTE NAO POSSO COLOCA-LA NA MINHA LINGUA. E UM ABSURDO! SE NAO TIVESSE O PRODUTO AQUI, ENTENDERIA. ELES QUEREM E QUE COMPREMOS UMA NOVA COM O PRECO RIDICULO DAQUI. SO ESPERO O TEMPO DE VENDER PRA ALGUEM E PEGAR O DO GOOGLE QUE NAO TEM ESSES PROBLEMAS.",2,7,2.2.305814.0,2019-12-01 22:31:34
"NAO TEM A FUNCAO ""MAOS LIVRES"" PRESENTE NO AMAZON MUSIC. SE FOR PRA APERTAR BOTAO PARA SOLICITAR ALGO, PREFIRO FAZER EU MESMO.",1,8,2.2.305814.0,2019-12-01 00:19:12
O APLICATIVO TRAVA MUITO NO MEU CELULAR. NAO E POSSIVEL COMPARTILHAR OS DISPOSITIVOS ECHO PARA OUTRAS CONTAS DA AMAZON.,2,0,2.2.305814.0,2019-11-30 16:07:49
"FIQUEI DECEPCIONADO NAO TER A OPCAO PARA INICIAR A ALEXA POR COMANDO DE VOZ, FALANDO ""ALEXA"". ESPERAVA ISSO PELO MENOS.",2,3,2.2.305814.0,2019-11-29 20:33:35
APP ATUALIZADO MAS NAO APARECE A OPCAO DE IDIOMA EM PORTUGUES. COMO RESOLVER?,2,1,2.2.305814.0,2019-11-29 09:02:51
NAO CONSIGO FECHAR A JANELA DE DROP IN NA ABA COMUNICAR. NAO POSSUI O X PRA FECHAR.,1,0,2.2.305814.0,2019-11-28 20:32:43
"O APLICATIVO TRAVA, E LENTO, FECHA, AINDA NAO HA OPCAO DE PORTUGUES PARA OS DISPOSITIVOS COMPRADOS NOS EUA. O APP E MUITO INFERIOR A QUALIDADE DO PRODUTO/HARDWARE. APP STUCKS ALWAYS. DAD IST KAPPUT ",1,9,2.2.305814.0,2019-11-27 21:14:23
"BOM MAS PODERIA MELHORAR SO NAO VOU DAR 5 ESTRELAS POR MOTIVO DE NAO TER UMA OPCAO NO APP DE MODIFICAR O COMANDO PARA O PORTAO AO INVES DE ALEXA: LIGAR PORTAO, PODERIA DIZER ALEXA: ABRIR PORTAO NA CASA INTELIGENTE A GENTE NAO QUER SO Q LIGA OU ACENDE LAMPADA. PARA OS DESENVOLVEDORES ACHO Q ISSO E FACIL.",2,4,2.2.305814.0,2019-11-26 12:54:43
EU NAO SEI COMO E QUE E POR CAUSA QUE ELE NAO ENVIA O CODIGO DE VERIFICACAO. ISSO PODIA MELHORAR.,1,0,2.2.305814.0,2019-11-26 12:32:12
APP PECIMOOOO EU PENSEI QUE ERA IGUAL A ALEXA DO APARELHO,1,0,2.2.280247.0,2019-11-25 10:59:56
GRANDE DEMAIS TORNANDO-SE PESADO E POUCO RESPONSIVO EM VARIAS SITUACOES.,2,0,2.2.305186.0,2019-11-24 13:40:51
SIMPLESMENTE NAO PEGA.,1,0,2.2.305186.0,2019-11-23 22:53:43
AGORA O APP PASSOU A DAR PROBLEMA NAS ROTINAS. QUANDO ENTRO EM CASA INTELIGENTE SENHOR DA ERRO E NAO CARREGA.,2,3,2.2.305186.0,2019-11-23 22:51:17
"SHE DOES NOT RESPOND TO MY COMMANDS OUTSIDE THE APP AND I HAVE MOVED ALL THE SETTINGS AND GIVEN ALL PERMISSIONS, CAN ANYONE HELP ME?",2,0,2.2.305186.0,2019-11-22 12:00:56
"NAO CONSIGO ATIVAR A ALEXA POR COMANDO DE VOZ, SOMENTE SE APERTAR O BOTAO QUE A CHAMA. COM O APP ABERTO, O GPS FICA ATIVO SEM PARAR, CASO O GPS ESTEJA HABILITADO NO CELULAR.",2,5,2.2.305186.0,2019-11-22 08:35:20
"CELULAR EM PORTUGUES, APP EM PORTUGUES E AS SKINS INSISTEM EM APARECER EM INGLES E ESPANHOL. AI NAO DA PRA IR INSTALAR SKINS NACIONAIS",2,0,2.2.305186.0,2019-11-21 22:15:58
AINDA FALTAM MUITAS INFORMACAO DE COMO UTILIZAR O ALEXA,1,0,2.2.304581.0,2019-11-20 18:14:17
NAO MUDA O IDIOMA PARA PORTUGUES. NEM O SUPORTE DA AMAZON RESOLVE.,1,0,2.2.304581.0,2019-11-20 17:58:17
"O APLICATIVO PROMETE MAS AINDA ESTA CHEIO DE BUGS... NAO RESPONDE AO COMANDO ALEXA, FUNCIONANDO APENAS QUANDO CLICA NO ICONE. O QUE TORNA O APLICATIVO INUTIL!",1,6,2.2.304581.0,2019-11-20 15:24:02
"O APLICATIVO E MUITO MAL OPTIMIZADO, APRESENTOU MUITOS TRAVAMENTOS E POR ISSO TROQUEI PELO GOOGLE HOME",2,1,2.2.304581.0,2019-11-20 10:29:29
"MESMO COM TUDO AJUSTADO PARA O BRASIL.. O APP ESTA MEIO EM PORTUGUES MEIO INGLES.. CONFUSAO ENTRE HORARIOS, CELCIUS E FAHRENHEIT, QUANDO VC CHAMA, NAO ATENDE.. ENQUANTO ESTA TACANDO MUSICA, PARA POR DIVERSAS VEZES ACHANDO Q VC TA CHAMANDO... MUIIIITA COISA PRA AJUSTAR.",2,2,2.2.304581.0,2019-11-20 09:57:15
"E UMA PROPOSTA BACANA E UM PONTO MUITO FORTE E Q LEITURA DOS EBOOKS QUE A ALEXA FAZ, POSSUI UM AUDIO BEM BACANA, O PROBLEMA E QUE ELA SO LE QUANDO TEM VONTADE. O COMANDO DE VOZ NAO E MUITO SENSIVEL COMO O GOOGLE ASSISTANT, ENTAO E NECESSARIO REPETIR VARIAS VEZES O MESMO COMANDO E MESMO ASSIM ACONTECE DA ALEXA NEM 'ACORDAR'. PROGRAMEI UM ALARME E UMA SAUDACAO DA ALEXA DE MANHA E NAO FUNCIONOU TAMBEM.",2,2,2.2.303087.0,2019-11-20 08:46:17
FALTA ALGUMAS COISAS,2,0,2.2.300836.0,2019-11-19 18:22:50
APP POUCO INTUITIVO COM DIFICULDADE PARA ENCONTRAR DISPOSITIVOS DE OUTRAS MARCAS,2,0,2.2.303990.0,2019-11-18 16:57:48
RUIM NAO CONSIGO COMUNICAR-ME EM PORTUGUES,1,0,2.2.304581.0,2019-11-18 16:07:44
DEPOIS DA ULTIMA ATUALIZACAO DEIXEI DE PODER MUDAR O IDIOMA PARA INGLES. ESTOU PRESTES A DESINSTALAR. NAO ME AGRADA A VOZ DE PORTUGUES DO BRASIL E NAO CONSIGO MUDAR.,2,0,2.2.304581.0,2019-11-18 10:45:33
TUDO BUGADO,1,0,2.2.304581.0,2019-11-17 12:53:41
ELE NAO CONSEGUE CONECTAR NA ECHO DESDE MEU TELEFONE,1,0,2.2.303990.0,2019-11-16 15:08:27
"TENHO O ECHO DOT2 , NAO CONSIGO ALTERAR O IDIOMA PRA PORTUGUES, MESMO NA VERSAO MAIS RECENTE DO APP. DEVERIAM CORRIGIR ESSA DEFICIENCIA EM CONSIDERACAO AO CONSUMIDOR.",2,2,2.2.303990.0,2019-11-16 08:15:11
NENHUM DESENVOLVEDOR TA VENDO A LERDEZA E A HORA ERRADA NESSE APLICATIVO NAO PELA AMOR DE DEUS TEM DIAS JA E NADA,2,0,2.2.303990.0,2019-11-15 00:14:56
"POXA FUI FAZER A INTEGRACAO COM O ARDUINO E NAO ESTA DISPONIVEL A SKILL DO ARDUINO, SACANAGEM",1,0,2.2.303990.0,2019-11-14 22:06:56
NAO CONSIGO CADASTRAR O TELEFONE DE UMA SEGUNDA PESSOA. FICA DANDO ERRO OU QUANDO ENVIA O CODIGO DE VERIFICACAO ELE NAO CHEGA NO APARELHO.,2,3,2.2.303990.0,2019-11-14 22:04:15
PONHO MEU EMAIL MAS NAO ENTRA PORQUE ?,1,0,2.2.303087.0,2019-11-12 17:57:48
NAO CONSIGO CONFIGURAR O APLICATIVO NAO CAPTA MINHA REDE WI FI ESTOU CANSADA DA ALEXA QUE COMPREI PRA ME DESCANCAR,1,0,2.2.303087.0,2019-11-12 08:42:37
LERDO DEMAIS. PARA ESCUTAR UM EBOOK KINDLE FICA CARREGANDO A VIDA INTEIRA.,1,0,2.2.303087.0,2019-11-10 10:20:15
"NAO TEM, NEM PORTUGUES DE PORTUGAL NEM PORTUGUES DO BRASIL, SO SE FORMOS AO BRASIL BAIXAR........",2,0,2.2.303087.0,2019-11-09 17:33:30
"NAO ABRE NO MEU CELULAR. FICA DANDO A MENSAGEM ""A CONEXAO ATINGIU O TEMPO LIMITE. TENTE NOVAMENTE"". MESMO APOS INUMERAS TENTATIVAS FICA REPETINDO A MENSAGEM, MESMO DESINSTALANDO E BAIXANDO NOVAMENTE.",1,5,2.2.303087.0,2019-11-08 22:05:11
